carrier_group,reporting_airport,origin_destination,month,n_flights,n_cancelled,n_ge_3h,p_ge_3h,p_cancelled,avg_delay_min
United Airlines,HEATHROW,WASHINGTON (DULLES),1,61,2,2.9047620499999995,0.04761904999999999,0.031746031746031744,31.0
Ryanair,MANCHESTER,KRAKOW,12,41,1,1.9473684599999999,0.04749679170731707,0.023809523809523808,33.09756097560975
American Airlines,HEATHROW,DALLAS/FORT WORTH,5,129,0,6.000000270000001,0.046511630000000005,0.0,31.0
Jet2.com,LEEDS BRADFORD,TENERIFE (SURREINA SOFIA),9,43,0,2.0000000900000003,0.046511630000000005,0.0,69.0
Ryanair,BIRMINGHAM,KRAKOW,12,42,1,1.9534884600000002,0.046511630000000005,0.023255813953488372,37.0
Ryanair,STANSTED,NAPLES,12,43,0,2.0000000900000003,0.046511630000000005,0.0,24.0
easyJet,GATWICK,ZAKINTHOS,7,43,0,2.0000000900000003,0.046511630000000005,0.0,45.0
Wizz Air,GATWICK,MALAGA,4,43,0,2.0000000900000003,0.046511630000000005,0.0,20.0
Ryanair,STANSTED,KATOWICE,9,42,1,1.95348804,0.046511620000000004,0.023255813953488372,36.0
British Airways,HEATHROW,SAO PAULO (GUARULHOS),3,42,1,1.95348804,0.046511620000000004,0.023255813953488372,43.0
British Airways,GATWICK,OPORTO (PORTUGAL),5,43,2,1.99999966,0.046511620000000004,0.044444444444444446,39.0
Aurigny Air Services,SOUTHAMPTON,ALDERNEY,7,61,4,2.8153848499999996,0.046153849999999996,0.06153846153846154,24.0
TUI Airways,GATWICK,PALMA DE MALLORCA,8,65,0,3.0,0.046153846153846156,0.0,32.38461538461539
Ryanair,STANSTED,MARSEILLE,7,64,2,2.9090912,0.04545455,0.030303030303030304,47.0
Saudi Arabian Airlines,HEATHROW,JEDDAH,1,66,0,3.0000003000000004,0.04545455,0.0,29.0
Ryanair,STANSTED,TOULOUSE (BLAGNAC),6,43,0,1.9545456499999998,0.045454549999999996,0.0,22.0
Wizz Air,GATWICK,FARO,9,43,1,1.9545456499999998,0.045454549999999996,0.022727272727272728,48.0
Jet2.com,STANSTED,ARRECIFE,10,44,0,2.0000001999999997,0.04545454999999999,0.0,18.0
Ryanair,STANSTED,MARSEILLE,1,44,0,2.0000001999999997,0.04545454999999999,0.0,24.0
Delta Airlines,EDINBURGH,ATLANTA,7,44,0,2.0000001999999997,0.04545454999999999,0.0,30.0
Blue Islands Limited,JERSEY,SOUTHAMPTON,9,88,0,4.000000399999999,0.04545454999999999,0.0,27.0
Wizz Air,GATWICK,BUDAPEST,10,44,0,1.9999997600000001,0.04545454,0.0,36.0
British Airways,HEATHROW,MILAN (MALPENSA),7,88,1,3.9550570400000002,0.044943830000000004,0.011235955056179775,47.0
Air France,MANCHESTER,PARIS (CHARLES DE GAULLE),1,86,3,3.86516938,0.044943830000000004,0.033707865168539325,44.0
American Airlines,HEATHROW,DALLAS/FORT WORTH,2,89,0,3.99999998,0.04494382,0.0,21.0
Blue Islands Limited,SOUTHAMPTON,JERSEY,9,88,1,3.9550561600000003,0.04494382,0.011235955056179775,28.0
easyJet,BIRMINGHAM,AMSTERDAM,6,45,2,2.0,0.044444444444444446,0.0425531914893617,31.244444444444444
American Airlines,HEATHROW,CHICAGO (O'HARE),6,89,1,3.9555551600000003,0.04444444,0.011111111111111112,43.0
Air China,GATWICK,SHANGHAI (PU DONG),7,45,0,1.9999998,0.04444444,0.0,34.0
British Airways,GATWICK,NICE,9,45,1,1.9999998,0.04444444,0.021739130434782608,55.0
British Airways,GATWICK,FARO,2,45,0,1.9999998,0.04444444,0.0,19.0
easyJet,MANCHESTER,AMSTERDAM,1,129,6,5.687500770000001,0.04408915325581396,0.044444444444444446,35.13953488372093
American Airlines,HEATHROW,CHARLOTTE,6,86,5,3.7802194399999998,0.043956039999999995,0.054945054945054944,46.0
easyJet,GATWICK,NAPLES,10,91,3,3.9999996399999995,0.043956039999999995,0.031914893617021274,30.0
Aurigny Air Services,GATWICK,GUERNSEY,1,174,9,7.6065578999999985,0.043715849999999994,0.04918032786885246,24.0
Air China,GATWICK,BEIJING,8,46,0,1.9999999600000002,0.043478260000000005,0.0,22.0
Wizz Air,GATWICK,ROME (FIUMICINO),10,46,0,1.9999999600000002,0.043478260000000005,0.0,42.0
Ryanair,LUTON,KRAKOW,12,45,1,1.9565217000000001,0.043478260000000005,0.021739130434782608,32.0
Ryanair,MANCHESTER,ARRECIFE,1,46,0,1.9999996800000002,0.04347825391304348,0.0,42.869565217391305
Saudi Arabian Airlines,HEATHROW,JEDDAH,5,70,0,2.9999998000000008,0.04285714000000001,0.0,35.0
American Airlines,HEATHROW,CHARLOTTE,7,92,2,3.9148944000000006,0.042553200000000006,0.02127659574468085,52.0
easyJet,GATWICK,BERLIN BRANDENBURG,1,47,1,2.0000004000000002,0.042553200000000006,0.020833333333333332,22.0
Ryanair,MANCHESTER,BARCELONA,1,47,0,2.00000001,0.04255319170212766,0.0,40.97872340425532
British Airways,LONDON CITY,FLORENCE,1,47,0,1.9999999300000002,0.042553190000000005,0.0,27.0
Jet2.com,LEEDS BRADFORD,TENERIFE (SURREINA SOFIA),1,42,5,1.78723398,0.042553190000000005,0.10638297872340426,29.0
Ryanair,STANSTED,LUXEMBOURG,11,46,1,1.9574467400000002,0.042553190000000005,0.02127659574468085,15.0
easyJet,GATWICK,NICE,7,156,11,6.57831252,0.04216867,0.0658682634730539,64.0
Delta Airlines,HEATHROW,ATLANTA,1,91,4,3.83157866,0.04210526,0.042105263157894736,34.0
American Airlines,HEATHROW,CHARLOTTE,12,93,2,3.91578918,0.04210526,0.021052631578947368,54.0
Sunexpress,STANSTED,ANTALYA,9,48,0,2.00000016,0.041666669999999996,0.0,35.0
easyJet,GATWICK,LISBON,2,73,3,2.9999999699999997,0.041095889999999996,0.039473684210526314,35.0
Ryanair,MANCHESTER,BERGAMO,8,49,0,2.0000001700000003,0.040816330000000005,0.0,48.0
Ryanair,STANSTED,FARO,1,49,0,2.0000001700000003,0.040816330000000005,0.0,22.0
Ryanair,MANCHESTER,BARCELONA,7,49,0,1.99999999,0.040816326326530615,0.0,31.122448979591837
Ryanair,LIVERPOOL (JOHN LENNON),DUBLIN,1,97,1,3.95918304,0.04081632,0.01020408163265306,22.0
Wizz Air,LUTON,PRAGUE,2,47,2,1.9183670400000001,0.04081632,0.04081632653061224,23.0
easyJet,GATWICK,LISBON,1,49,3,1.9999996800000002,0.04081632,0.057692307692307696,39.0
American Airlines,HEATHROW,MIAMI INTERNATIONAL,2,49,0,1.9999996800000002,0.04081632,0.0,47.0
Jet2.com,MANCHESTER,TENERIFE (SURREINA SOFIA),8,74,0,2.99999996,0.04054054,0.0,33.0
British Airways,HEATHROW,MALAGA,6,74,0,2.99999996,0.04054054,0.0,31.0
Ryanair,STANSTED,BARCELONA,7,124,0,4.99999992,0.04032258,0.0,43.0
Ryanair,STANSTED,NICE,10,25,0,1.0000000999999998,0.04000000399999999,0.0,31.68
British Airways,GATWICK,PALMA DE MALLORCA,8,50,2,2.0000001700000003,0.040000003400000005,0.038461538461538464,29.4
British Airways,GATWICK,TURIN,7,25,2,1.00000008,0.040000003199999995,0.07407407407407407,41.72
Ryanair,MANCHESTER,PRAGUE,7,25,0,1.00000005,0.040000002,0.0,33.6
Ryanair,STANSTED,ATHENS,9,25,0,1.0,0.04,0.0,63.0
British Airways,HEATHROW,KRAKOW,5,25,0,1.0,0.04,0.0,50.0
TUI Airways,MANCHESTER,PALMA DE MALLORCA,9,50,0,2.0,0.04,0.0,58.0
easyJet,ISLE OF MAN,MANCHESTER,4,25,0,1.0,0.04,0.0,27.0
Pegasus Airlines,EDINBURGH,ISTANBUL (SABIHA GOKCEN),11,25,0,1.0,0.04,0.0,18.0
Pegasus Airlines,MANCHESTER,ANTALYA,10,25,0,1.0,0.04,0.0,31.0
Jet2.com,STANSTED,ANTALYA,11,25,0,1.0,0.04,0.0,60.0
Jet2.com,BIRMINGHAM,ZAKINTHOS,8,25,0,1.0,0.04,0.0,61.0
easyJet,MANCHESTER,KOS,9,25,0,1.0,0.04,0.0,31.0
Aurigny Air Services,BRISTOL,GUERNSEY,11,25,0,1.0,0.04,0.0,27.0
British Airways,LONDON CITY,IBIZA,2,25,0,1.0,0.04,0.0,13.0
Swiss Airlines,BIRMINGHAM,ZURICH,11,25,0,1.0,0.04,0.0,14.0
Jet2.com,GLASGOW,DALAMAN,10,25,0,1.0,0.04,0.0,58.0
Blue Islands Limited,JERSEY,EXETER,3,25,0,1.0,0.04,0.0,14.0
Ryanair,LEEDS BRADFORD,KRAKOW,6,25,0,1.0,0.04,0.0,36.0
easyJet,MANCHESTER,ISLE OF MAN,4,25,0,1.0,0.04,0.0,27.0
Jet2.com,STANSTED,CORFU,5,25,0,1.0,0.04,0.0,20.0
Ryanair,STANSTED,BRNO (TURANY),2,25,0,1.0,0.04,0.0,33.0
easyJet,GATWICK,KRAKOW,12,47,3,1.8800000000000001,0.04,0.06,32.0
British Airways,GATWICK,TAMPA,9,25,0,1.0,0.04,0.0,15.0
Ryanair,STANSTED,STOCKHOLM (ARLANDA),9,25,0,1.0,0.04,0.0,18.0
Wizz Air,LUTON,SUCEAVA,2,49,1,1.96,0.04,0.02,22.0
Jet2.com,STANSTED,KOS,6,25,0,1.0,0.04,0.0,29.0
Ryanair,MANCHESTER,SANDEFJORD(TORP),4,25,0,1.0,0.04,0.0,25.0
Loganair Ltd,EDINBURGH,CARDIFF WALES,11,25,0,1.0,0.04,0.0,28.0
easyJet,MANCHESTER,KOS,10,25,0,1.0,0.04,0.0,23.0
Ryanair,STANSTED,RZESZOW,6,25,0,1.0,0.04,0.0,16.0
Ryanair,STANSTED,PALERMO,1,25,0,1.0,0.04,0.0,31.0
Jet2.com,LUTON,PALMA DE MALLORCA,9,25,0,1.0,0.04,0.0,47.0
easyJet,SOUTHAMPTON,GLASGOW,3,25,0,1.0,0.04,0.0,22.0
easyJet,LUTON,ABERDEEN,6,25,0,1.0,0.04,0.0,18.0
TUI Airways,GATWICK,PAPHOS,4,25,0,1.0,0.04,0.0,57.0
Loganair Ltd,CARDIFF WALES,EDINBURGH,11,25,0,1.0,0.04,0.0,25.0
easyJet,GATWICK,PREVEZA,5,25,0,1.0,0.04,0.0,22.0
easyJet,BRISTOL,RHODES,10,25,0,1.0,0.04,0.0,38.0
easyJet,MANCHESTER,KEFLAVIK,2,49,1,1.96,0.04,0.02,26.0
easyJet,LUTON,DALAMAN,9,25,0,1.0,0.04,0.0,35.0
Delta Airlines,EDINBURGH,BOSTON,10,25,0,1.0,0.04,0.0,31.0
Ryanair,MANCHESTER,LISBON,6,25,0,1.0,0.04,0.0,29.0
Jet2.com,MANCHESTER,IBIZA,10,25,0,1.0,0.04,0.0,25.0
Jet2.com,BRISTOL,ANTALYA,10,25,0,1.0,0.04,0.0,34.0
Jetblue Airways Corporation,EDINBURGH,BOSTON,10,25,0,1.0,0.04,0.0,27.0
easyJet,GATWICK,MILAN (MALPENSA),6,149,5,5.9205299,0.0397351,0.032467532467532464,34.0
Ryanair,MANCHESTER,BERLIN BRANDENBURG,9,51,0,2.0000002,0.039215690196078436,0.0,42.76470588235294
easyJet,MANCHESTER,MALAGA,10,51,2,2.0000001999999997,0.03921569019607842,0.03773584905660377,29.980392156862745
Aurigny Air Services,MANCHESTER,GUERNSEY,1,49,2,1.92156881,0.03921569,0.0392156862745098,26.0
easyJet,MANCHESTER,COPENHAGEN,12,50,1,1.9607845,0.03921569,0.0196078431372549,53.0
British Airways,HEATHROW,LUXEMBOURG,1,51,0,2.0000001899999997,0.03921569,0.0,22.0
Loganair Ltd,NEWCASTLE,SOUTHAMPTON,12,51,0,2.0000001899999997,0.03921569,0.0,17.0
Loganair Ltd,GLASGOW,ISLAY,4,51,0,1.9999996800000002,0.03921568,0.0,16.0
easyJet,BELFAST INTERNATIONAL,LIVERPOOL (JOHN LENNON),1,98,4,3.8431366400000004,0.03921568,0.0392156862745098,24.0
easyJet,GATWICK,PALMA DE MALLORCA,9,179,7,6.9999990599999995,0.03910614,0.03763440860215054,45.0
Ryanair,STANSTED,PISA,8,103,0,3.99999985,0.03883495,0.0,35.0
Ryanair,STANSTED,TARBES-LOURDES INTERNATIONAL,6,26,0,1.0000000999999998,0.038461542307692304,0.0,19.23076923076923
easyJet,EDINBURGH,BERLIN BRANDENBURG,12,26,0,1.00000008,0.038461541538461534,0.0,25.153846153846153
Ryanair,MANCHESTER,PISA,4,26,0,1.00000005,0.038461540384615384,0.0,15.423076923076923
British Airways,HEATHROW,BALTIMORE,11,25,1,0.9615385000000001,0.03846154,0.038461538461538464,13.0
Jet2.com,BIRMINGHAM,MAHON,6,26,0,1.00000004,0.03846154,0.0,40.0
easyJet,MANCHESTER,HURGHADA,9,26,0,1.00000004,0.03846154,0.0,43.0
Virgin Atlantic Airways Ltd,HEATHROW,JOHANNESBURG,2,26,0,1.00000004,0.03846154,0.0,10.0
Ryanair,MANCHESTER,VENICE,6,26,0,1.00000004,0.03846154,0.0,22.0
Ryanair,EDINBURGH,ALICANTE,6,26,0,1.00000004,0.03846154,0.0,38.0
Jet2.com,EAST MIDLANDS INTERNATIONAL,PALMA DE MALLORCA,9,52,0,2.00000008,0.03846154,0.0,17.0
Ryanair,STANSTED,VILNIUS,11,26,0,1.00000004,0.03846154,0.0,34.0
Ryanair,STANSTED,KAUNAS,9,26,0,1.00000004,0.03846154,0.0,16.0
British Airways,GATWICK,TURIN,5,26,0,1.00000004,0.03846154,0.0,21.0
easyJet,ISLE OF MAN,LIVERPOOL (JOHN LENNON),10,25,1,0.9615385000000001,0.03846154,0.038461538461538464,30.0
easyJet,MANCHESTER,PRAGUE,5,26,0,1.00000004,0.03846154,0.0,26.0
easyJet,MANCHESTER,COPENHAGEN,10,26,0,1.00000004,0.03846154,0.0,53.0
Loganair Ltd,GLASGOW,SUMBURGH,2,25,1,0.9615385000000001,0.03846154,0.038461538461538464,32.0
Ryanair,LUTON,LUBLIN (PORT LOTNICZY),4,26,0,1.00000004,0.03846154,0.0,18.0
easyJet,BRISTOL,BELFAST CITY (GEORGE BEST),3,26,0,1.00000004,0.03846154,0.0,15.0
easyJet,LUTON,PRAGUE,4,26,0,1.00000004,0.03846154,0.0,18.0
Ryanair,BRISTOL,KRAKOW,10,26,0,1.00000004,0.03846154,0.0,19.0
easyJet,LUTON,PRAGUE,5,26,0,1.00000004,0.03846154,0.0,26.0
British Airways,GATWICK,NEW YORK (JF KENNEDY),10,25,1,0.9615385000000001,0.03846154,0.038461538461538464,30.0
Cathay Pacific Airways,HEATHROW,HONG KONG (CHEK LAP KOK),8,155,1,5.9615387,0.03846154,0.00641025641025641,40.0
easyJet,LIVERPOOL (JOHN LENNON),ALICANTE,12,26,0,1.00000004,0.03846154,0.0,16.0
easyJet,GATWICK,LJUBLJANA,9,26,0,1.00000004,0.03846154,0.0,24.0
Loganair Ltd,MANCHESTER,NEWQUAY,2,25,1,0.9615385000000001,0.03846154,0.038461538461538464,13.0
Ryanair,STANSTED,TRIESTE (RONCHI DEI LEGIONARI),7,26,0,1.00000004,0.03846154,0.0,28.0
Jet2.com,GLASGOW,IBIZA,6,26,0,1.00000004,0.03846154,0.0,14.0
TUI Airways,MANCHESTER,TENERIFE (SURREINA SOFIA),9,26,0,1.00000004,0.03846154,0.0,83.0
Emerald Airlines Uk Ltd,CARDIFF WALES,BELFAST CITY (GEORGE BEST),12,25,1,0.9615385000000001,0.03846154,0.038461538461538464,40.0
easyJet,GATWICK,MARSEILLE,1,26,0,1.00000004,0.03846154,0.0,28.0
Vueling,GATWICK,ASTURIAS,7,26,0,1.00000004,0.03846154,0.0,34.0
British Airways,HEATHROW,HERAKLION,5,26,0,1.00000004,0.03846154,0.0,66.0
Ryanair,NEWCASTLE,PALMA DE MALLORCA,7,26,0,1.00000004,0.03846154,0.0,35.0
easyJet,EDINBURGH,TENERIFE (SURREINA SOFIA),10,26,0,1.00000004,0.03846154,0.0,21.0
Jet2.com,MANCHESTER,ROME (FIUMICINO),7,26,0,1.00000004,0.03846154,0.0,40.0
Norse Atlantic Uk Ltd,GATWICK,LOS ANGELES INTERNATIONAL,7,26,0,1.00000004,0.03846154,0.0,13.0
Ryanair,STANSTED,TRIESTE (RONCHI DEI LEGIONARI),6,26,0,1.00000004,0.03846154,0.0,23.0
easyJet,MANCHESTER,HAMBURG,12,26,0,1.00000004,0.03846154,0.0,64.0
Aer Lingus,GLASGOW,BELFAST CITY (GEORGE BEST),11,26,0,1.00000004,0.03846154,0.0,18.0
TUI Airways,GATWICK,LARNACA,7,26,0,1.00000004,0.03846154,0.0,62.0
Ryanair,BRISTOL,FARO,8,26,0,1.00000004,0.03846154,0.0,19.0
Ryanair,MANCHESTER,SANDEFJORD(TORP),9,26,0,1.00000004,0.03846154,0.0,37.0
Ryanair,NEWCASTLE,PALMA DE MALLORCA,5,26,0,1.00000004,0.03846154,0.0,23.0
TUI Airways,MANCHESTER,CORFU,9,26,0,1.00000004,0.03846154,0.0,43.0
easyJet,MANCHESTER,SHARM EL SHEIKH (OPHIRA),12,26,0,1.00000004,0.03846154,0.0,49.0
Aurigny Air Services,MANCHESTER,GUERNSEY,11,52,0,2.00000008,0.03846154,0.0,17.0
British Airways,HEATHROW,MONTREAL (DORVAL),3,25,1,0.9615385000000001,0.03846154,0.038461538461538464,45.0
Blue Islands Limited,EXETER,JERSEY,3,26,0,1.00000004,0.03846154,0.0,16.0
Loganair Ltd,EXETER,EDINBURGH,10,26,0,1.00000004,0.03846154,0.0,17.0
Aurigny Air Services,MANCHESTER,GUERNSEY,12,49,3,1.88461546,0.03846154,0.057692307692307696,31.0
Ryanair,MANCHESTER,NAPLES,8,26,0,1.00000004,0.03846154,0.0,39.0
Loganair Ltd,EDINBURGH,EXETER,10,26,0,1.00000004,0.03846154,0.0,19.0
Eastern Airways,TEESSIDE INTERNATIONAL AIRPORT,ABERDEEN,3,25,1,0.9615385000000001,0.03846154,0.038461538461538464,26.0
easyJet,MANCHESTER,BILBAO,4,26,0,1.00000004,0.03846154,0.0,11.0
British Airways,GATWICK,SALZBURG,7,26,0,1.00000004,0.03846154,0.0,22.0
Eastern Airways,TEESSIDE INTERNATIONAL AIRPORT,ABERDEEN,4,26,0,1.00000004,0.03846154,0.0,20.0
British Airways,HEATHROW,ZAGREB,7,26,0,1.00000004,0.03846154,0.0,64.0
Ryanair,STANSTED,DUBROVNIK,8,26,0,1.00000004,0.03846154,0.0,27.0
Eastern Airways,TEESSIDE INTERNATIONAL AIRPORT,ABERDEEN,5,26,0,1.00000004,0.03846154,0.0,28.0
easyJet,LIVERPOOL (JOHN LENNON),AMSTERDAM,7,26,0,1.00000004,0.03846154,0.0,17.0
British Airways,GATWICK,NEW YORK (JF KENNEDY),9,26,0,1.00000004,0.03846154,0.0,27.0
easyJet,BELFAST CITY (GEORGE BEST),BRISTOL,3,26,0,1.00000004,0.03846154,0.0,12.0
easyJet,LIVERPOOL (JOHN LENNON),ISLE OF MAN,10,25,1,0.9615385000000001,0.03846154,0.038461538461538464,32.0
Ryanair,MANCHESTER,FUERTEVENTURA,11,26,0,1.00000004,0.03846154,0.0,23.0
Ryanair,STANSTED,ANCONA,9,26,0,1.00000004,0.03846154,0.0,55.0
easyJet,MANCHESTER,PRAGUE,6,26,0,1.00000004,0.03846154,0.0,40.0
easyJet,MANCHESTER,GIBRALTAR,8,26,0,1.00000004,0.03846154,0.0,23.0
Jet2.com,STANSTED,RHODES,10,26,0,1.0,0.038461538461538464,0.0,29.923076923076923
Ryanair,STANSTED,TARBES-LOURDES INTERNATIONAL,8,26,0,1.0,0.038461538461538464,0.0,23.692307692307693
easyJet,MANCHESTER,MILAN (MALPENSA),8,26,0,0.9999999800000001,0.038461537692307694,0.0,49.30769230769231
Wizz Air,LUTON,SUCEAVA,1,52,0,1.99999984,0.038461535384615386,0.0,25.23076923076923
easyJet,GATWICK,GENEVA,1,210,7,8.000000400000001,0.03809524,0.03225806451612903,32.0
American Airlines,HEATHROW,DALLAS/FORT WORTH,8,151,7,5.73417819,0.03797469,0.04430379746835443,43.0
Loganair Ltd,ABERDEEN,BIRMINGHAM,1,50,3,1.8867925,0.03773585,0.05660377358490566,23.0
easyJet,GATWICK,FUNCHAL,8,52,1,1.9622642000000001,0.03773585,0.018867924528301886,19.0
Jet2.com,LEEDS BRADFORD,FARO,5,53,0,2.00000005,0.03773585,0.0,17.0
Wizz Air,LUTON,KATOWICE,8,53,0,2.00000005,0.03773585,0.0,23.0
American Airlines,HEATHROW,CHICAGO (O'HARE),2,51,2,1.92452835,0.03773585,0.03773584905660377,62.0
Ryanair,EAST MIDLANDS INTERNATIONAL,PALMA DE MALLORCA,9,53,0,1.99999952,0.03773584,0.0,26.0
British Airways,HEATHROW,INVERNESS,12,52,1,1.96226368,0.03773584,0.018867924528301886,30.0
easyJet,GATWICK,FUNCHAL,3,53,0,1.99999952,0.03773584,0.0,18.0
easyJet,LUTON,GLASGOW,7,78,2,2.925,0.0375,0.025,23.0
Ryanair,LUTON,DUBLIN,10,107,0,3.999999190000001,0.03738317000000001,0.0,27.0
easyJet,ISLE OF MAN,MANCHESTER,5,27,0,1.00000008,0.03703704,0.0,25.0
British Airways,HEATHROW,BANGALORE (BENGALURU),1,27,0,1.00000008,0.03703704,0.0,15.0
Ryanair,STANSTED,MEMMINGEN ALLGAU,1,27,0,1.00000008,0.03703704,0.0,39.0
Loganair Ltd,EXETER,EDINBURGH,9,26,0,0.96296304,0.03703704,0.0,31.0
TUI Airways,MANCHESTER,TENERIFE (SURREINA SOFIA),7,27,0,1.00000008,0.03703704,0.0,61.0
Jet2.com,STANSTED,PALMA DE MALLORCA,5,54,0,2.00000016,0.03703704,0.0,28.0
easyJet,MANCHESTER,RHODES,6,27,0,1.00000008,0.03703704,0.0,54.0
British Airways,GATWICK,TAMPA,6,26,1,0.96296304,0.03703704,0.037037037037037035,24.0
Wizz Air,LUTON,CLUJ NAPOCA,10,54,0,2.00000016,0.03703704,0.0,22.0
easyJet,JERSEY,MANCHESTER,12,25,2,0.925926,0.03703704,0.07407407407407407,39.0
easyJet,MANCHESTER,PRAGUE,7,27,0,1.00000008,0.03703704,0.0,27.0
Fly Play Hf,STANSTED,KEFLAVIK,2,26,1,0.96296304,0.03703704,0.037037037037037035,31.0
Jet2.com,MANCHESTER,ROME (FIUMICINO),5,27,0,1.00000008,0.03703704,0.0,26.0
Juneyao Airlines,MANCHESTER,SHANGHAI (PU DONG),7,27,0,1.00000008,0.03703704,0.0,22.0
Ryanair,LIVERPOOL (JOHN LENNON),TENERIFE (SURREINA SOFIA),1,27,0,1.00000008,0.03703704,0.0,39.0
British Airways,HEATHROW,PALERMO,8,27,0,1.00000008,0.03703704,0.0,22.0
Ryanair,BRISTOL,BARCELONA,7,26,1,0.96296304,0.03703704,0.037037037037037035,35.0
Ryanair,LIVERPOOL (JOHN LENNON),TENERIFE (SURREINA SOFIA),5,27,0,1.00000008,0.03703704,0.0,17.0
easyJet,GATWICK,KEFALLINIA,7,54,0,2.00000016,0.03703704,0.0,38.0
easyJet,GATWICK,ENFIDHA - HAMMAMET INTL,1,27,0,1.00000008,0.03703704,0.0,22.0
British Airways,GATWICK,MALTA,2,27,0,1.00000008,0.03703704,0.0,32.0
easyJet,MANCHESTER,ISLE OF MAN,5,27,0,1.00000008,0.03703704,0.0,30.0
British Airways,HEATHROW,SAN DIEGO,2,27,0,1.00000008,0.03703704,0.0,19.0
Ryanair,STANSTED,HAMBURG,1,27,0,1.00000008,0.03703704,0.0,38.0
Jet2.com,BRISTOL,ANTALYA,9,27,0,1.00000008,0.03703704,0.0,41.0
Ryanair,LIVERPOOL (JOHN LENNON),PALMA DE MALLORCA,10,27,0,1.00000008,0.03703704,0.0,28.0
Ryanair,STANSTED,PALANGA,7,27,0,1.00000008,0.03703704,0.0,37.0
Wizz Air,LUTON,POZNAN,12,27,0,1.00000008,0.03703704,0.0,12.0
TUI Airways,GATWICK,ANTALYA,5,27,0,1.00000008,0.03703704,0.0,26.0
Jet2.com,EAST MIDLANDS INTERNATIONAL,DALAMAN,5,27,0,1.00000008,0.03703704,0.0,51.0
British Airways,GATWICK,MALTA,1,27,0,1.00000008,0.03703704,0.0,26.0
British Airways,GATWICK,SEVILLE,7,27,0,1.00000008,0.03703704,0.0,45.0
Israir Ltd,LUTON,TEL AVIV,7,27,0,1.00000008,0.03703704,0.0,19.0
Loganair Ltd,EDINBURGH,EXETER,9,27,0,1.00000008,0.03703704,0.0,26.0
Jet2.com,MANCHESTER,PAPHOS,5,27,0,1.00000008,0.03703704,0.0,78.0
Jet2.com,LIVERPOOL (JOHN LENNON),TENERIFE (SURREINA SOFIA),3,27,0,1.00000008,0.03703704,0.0,23.0
Jet2.com,MANCHESTER,LAS PALMAS,5,27,0,1.00000008,0.03703704,0.0,61.0
Ryanair,EDINBURGH,ALICANTE,10,27,0,1.00000008,0.03703704,0.0,35.0
TUI Airways,BIRMINGHAM,PALMA DE MALLORCA,10,27,0,1.00000008,0.03703704,0.0,31.0
easyJet,MANCHESTER,PISA,7,25,2,0.925926,0.03703704,0.07407407407407407,37.0
Ryanair,STANSTED,TRIESTE (RONCHI DEI LEGIONARI),9,27,0,1.00000008,0.03703704,0.0,35.0
easyJet,LUTON,PISA,8,27,0,1.00000008,0.03703704,0.0,30.0
easyJet,GATWICK,LYON,6,54,3,2.00000016,0.03703704,0.05263157894736842,32.0
Wizz Air,LUTON,BRATISLAVA,1,27,0,1.00000008,0.03703704,0.0,28.0
Aer Lingus,MANCHESTER,NEW YORK (JF KENNEDY),4,27,0,1.00000008,0.03703704,0.0,22.0
Eastern Airways,ABERDEEN,WICK JOHN O GROATS,7,25,2,0.925926,0.03703704,0.07407407407407407,25.0
Israir Ltd,LUTON,TEL AVIV,8,27,0,1.00000008,0.03703704,0.0,42.0
Ryanair,EDINBURGH,TENERIFE (SURREINA SOFIA),5,27,0,0.9999999800000001,0.0370370362962963,0.0,28.22222222222222
Ryanair,STANSTED,EDINBURGH,1,80,1,2.96202582,0.03702532275,0.012345679012345678,27.8
Ryanair,STANSTED,KRAKOW,1,80,0,2.96,0.037,0.0,38.45
United Airlines,HEATHROW,NEW YORK (NEWARK),10,217,2,7.9266060000000005,0.03652813824884793,0.0091324200913242,28.972350230414747
Jet2.com,MANCHESTER,ANTALYA,10,55,0,2.0000002,0.03636364,0.0,69.0
easyJet,MANCHESTER,DALAMAN,10,54,1,1.96363656,0.03636364,0.01818181818181818,29.0
British Airways,HEATHROW,RIYADH,5,55,0,2.0000002,0.03636364,0.0,44.0
British Airways,HEATHROW,AUSTIN (BERGSTROM),6,55,0,2.0000002,0.03636364,0.0,23.0
Blue Islands Limited,JERSEY,GUERNSEY,4,83,0,3.00000014,0.03614458,0.0,31.0
easyJet,GATWICK,PALMA DE MALLORCA,6,166,9,5.9640729,0.03592815,0.05142857142857143,39.0
Jet2.com,STANSTED,MALAGA,5,28,0,1.0000001200000002,0.03571429,0.0,20.0
Ryanair,STANSTED,LAS PALMAS,1,28,0,1.0000001200000002,0.03571429,0.0,20.0
American Airlines,HEATHROW,BOSTON,11,28,0,1.0000001200000002,0.03571429,0.0,17.0
easyJet,BRISTOL,TENERIFE (SURREINA SOFIA),1,28,0,1.0000001200000002,0.03571429,0.0,25.0
easyJet,MANCHESTER,PRAGUE,10,28,0,1.0000001200000002,0.03571429,0.0,27.0
Qantas,HEATHROW,SYDNEY,2,28,0,1.0000001200000002,0.03571429,0.0,24.0
Blue Islands Limited,JERSEY,EXETER,9,28,0,1.0000001200000002,0.03571429,0.0,36.0
British Airways,GATWICK,NICE,4,28,0,1.0000001200000002,0.03571429,0.0,30.0
